58 80.7
58 80.7
58 80.7
58 80.7
158 81.2
158 81.2
158 81.1
158 81.1
158 81.2
258 81.6
258 81.7
258 81.6
258 81.7
258 81.7
358 82.1
358 82.2
358 82.1
358 82.1
358 82.1
458 82.6
458 82.6
458 82.6
458 82.7
458 82.6
558 83.0
558 83.1
558 83.1
558 83.1
558 83.1
658 83.6
658 83.6
658 83.5
658 83.6
658 83.6
758 84.0
758 84.1
758 84.0
758 84.0
758 84.0
858 84.5
858 84.5
858 84.6
858 84.5
858 84.5
958 85.0
958 85.0
958 85.0
958 85.0
958 85.0
1058 85.4
1058 85.5
1058 85.5
1058 85.5
1058 85.5
1158 85.9
1158 86.0
1158 85.9
1158 85.9
1158 85.9
1258 86.4
1258 86.4
1258 86.4
1258 86.4
1258 86.4
1358 86.9
1358 86.9
1358 86.9
1358 86.9
1358 86.9
1458 87.3
1458 87.4
1458 87.4
1458 87.3
1458 87.5
